paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel
112,fungerar,VB.PRS.AKT,|fungera|,|fungera..vb.1|,|fungera..1:0.827|fungera..2:0.138|fungera..3:0.035|,|,|,1,08,02,TA
112,ordentligt,AB.POS,|ordentlig|,|ordentlig..av.1|,|ordentlig..2:0.649|ordentlig..1:0.351|,|,|,0,09,08,AA
112,.,MAD,|,|,|,|,|,,10,02,IP
113,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
113,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.753|bli..2:0.247|,|,|,0,02,06,MS
113,blöt,JJ.POS.UTR.SIN.IND.NOM,|blöt|,|blöt..av.1|,|blöt..1:-1.000|,|,|,,03,02,SP
113,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,04,02,RA
113,regnet,NN.NEU.SIN.DEF.NOM,|regn|,|regn..nn.1|,|regn..1:0.943|regn..2:0.057|,|,|,,05,04,PA
113,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,06,0,ROOT
113,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,07,08,TA
113,fryser,VB.PRS.AKT,|frysa|,|frysa..vb.1|frysa..vb.2|,|frysa..1:0.941|frysa..2:0.059|,|,|,,08,06,MS
113,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,08,SS
113,.,MAD,|,|,|,|,|,,10,06,IP
114,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
114,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
114,orolig,JJ.POS.UTR.SIN.IND.NOM,|orolig|,|orolig..av.1|,|orolig..1:-1.000|,|,|,-1,03,02,SP
114,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,04,02,OA
114,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,05,06,DT
114,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,06,04,PA
114,som,HP.-.-.-,|,|,|,|,|,,07,09,SS
114,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,08,09,NA
114,mår,VB.PRS.AKT,|må|,|må..vb.1|,|må..1:-1.000|,|,|,0,09,06,ET
114,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1,10,09,SP
114,.,MAD,|,|,|,|,|,,11,02,IP
115,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
115,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.691|råka..1:0.309|,|,|,0,2,0,ROOT
115,spilla,VB.INF.AKT,|spilla|,|spilla..vb.1|,|spilla..1:-1.000|,|spill..nn.1+lägga..vb.1:3.552e-13|spilla..vb.1+lägga..vb.1:1.114e-16|spila..vb.1+lägga..vb.1:2.273e-21|,|spill+la|spil+la|,-1,3,2,VG
115,kaffe,NN.NEU.SIN.IND.NOM,|kaffe|,|kaffe..nn.1|,|kaffe..1:-1.000|,|,|,0,4,3,OO
115,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,5,3,OA
115,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT
115,papper,NN.NEU.PLU.IND.NOM,|papper|,|papper..nn.1|,|papper..1:0.985|papper..2:0.015|,|,|,0,7,5,PA
115,.,MAD,|,|,|,|,|,,8,2,IP
116,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,FS
116,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,2,0,ROOT
116,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA
116,tråkigt,JJ.POS.NEU.SIN.IND.NOM,|tråkig|,|tråkig..av.1|,|tråkig..1:0.966|tråkig..2:0.034|,|,|,-1,4,2,SP
116,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,2,ES
116,sommaren,NN.UTR.SIN.DEF.NOM,|sommar|,|sommar..nn.1|,|sommar..1:-1.000|,|,|,0,6,7,SS
116,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,7,5,UA
116,över,PL,|över|,|över..ab.1|,|över..3:-1.000|,|,|,,8,7,PL
116,.,MAD,|,|,|,|,|,,9,2,IP
117,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
117,kände,VB.PRT.AKT,|känna|känna sig|,|känna..vb.1|känna_sig..vbm.1|,|känna..1:0.971|känna..3:0.029|känna_sig..1:-1.000|,|,|,0,02,0,ROOT
117,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,03,02,OO
117,utelämnad,PC.PRF.UTR.SIN.IND.NOM,|utelämna|,|utelämna..vb.1|,|utelämna..1:-1.000|,|ute..ab.1+lämna..vb.1:3.914e-17|ute..av.1+lämna..vb.1:1.578e-26|ut..ab.1+el..nn.1+ämna..vb.1:2.688e-21|,|ute+lämnad|ut+el+ämnad|,,04,02,OP
117,när,HA,|när|,|när..ab.1|,|när..1:0.934|nära..1:0.066|,|,|,,05,08,TA
117,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,08,SS
117,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,07,08,NA
117,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.852|bli..2:0.148|,|,|,0,08,02,TA
117,inbjuden,PC.PRF.UTR.SIN.IND.NOM,|bjuda in|,|bjuda_in..vbm.1|,|bjuda_in..1:-1.000|bjuda_in..2:-1.000|,|in..ab.1+bjuda..vb.1:3.848e-16|,|in+bjuden|,,09,08,SP
117,.,MAD,|,|,|,|,|,,10,02,IP
118,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
118,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.784|ha..3:0.216|,|,|,0,2,0,ROOT
118,tappat,VB.SUP.AKT,|tappa|tappa bort|,|tappa..vb.1|tappa_bort..vbm.1|,|tappa..1:0.889|tappa..3:0.080|tappa..2:0.032|tappa_bort..1:-1.000|,|,|,-1,3,2,VG
118,bort,PL,|bort|tappa bort:3|,|bort..ab.1|tappa_bort..vbm.1:3|,|bort..1:0.667|bort..2:0.333|tappa_bort..1:3:-1.000|,|,|,,4,3,PL
118,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,5,6,DT
118,bibliotekskort,NN.NEU.SIN.IND.NOM,|bibliotekskort|,|,|,|bibliotek..nn.1+kort..nn.1:1.390e-12|,|biblioteks+kort|,,6,3,OO
118,.,MAD,|,|,|,|,|,,7,2,IP
119,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
119,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
119,irriterad,PC.PRF.UTR.SIN.IND.NOM,|irriterad|,|irriterad..av.1|,|irriterad..1:-1.000|,|,|,-1,03,02,SP
119,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,04,02,OA
119,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,05,04,PA
119,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,DT
119,tåg,NN.NEU.SIN.IND.NOM,|tåg|,|tåg..nn.1|,|tåg..1:0.991|tåg..2:0.006|tåg..3:0.003|,|,|,0,07,08,SS
119,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,08,05,UA
119,försenat,PC.PRF.NEU.SIN.IND.NOM,|försena|försenad|,|försena..vb.1|försenad..av.1|,|försenad..1:0.724|försena..1:0.276|,|före..nn.1+ena..vb.1:4.874e-22|,|förs+enat|,,09,08,SP
119,.,MAD,|,|,|,|,|,,10,02,IP
120,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,DT
120,dator,NN.UTR.SIN.IND.NOM,|dator|,|dator..nn.1|,|dator..1:-1.000|,|,|,0,02,03,SS
120,kraschade,VB.PRT.AKT,|krascha|,|krascha..vb.1|krascha..vb.2|,|krascha..2:0.891|krascha..1:0.109|,|,|,,03,05,MS
120,",",MID,|,|,|,|,|,,04,05,IK
120,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,05,0,ROOT
120,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,SS
120,förlorade,VB.PRT.AKT,|förlora|,|förlora..vb.1|,|förlora..1:0.871|förlora..2:0.129|förlora..3:0.000|,|,|,-1,07,05,MS
120,viktiga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|viktig|,|viktig..av.1|,|viktig..1:0.716|viktig..2:0.284|,|,|,1,08,09,AT
120,dokument,NN.NEU.PLU.IND.NOM,|dokument|,|dokument..nn.1|,|dokument..1:-1.000|,|,|,0,09,07,OO
120,.,MAD,|,|,|,|,|,,10,05,IP
121,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
121,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.847|regna..2:0.153|,|,|,,02,0,ROOT
121,hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel|hela tiden|,|hel..av.1|hela_tiden..abm.1|,|hel..1:0.930|hel..2:0.070|hela_tiden..1:-1.000|,|,|,0,03,04,DT
121,tiden,NN.UTR.SIN.DEF.NOM,|tid|hela tiden:03|,|tid..nn.1|hela_tiden..abm.1:03|,|tid..1:-1.000|hela_tiden..1:03:-1.000|,|,|,0,04,06,CJ
121,",",MID,|,|,|,|,|,,05,06,IK
121,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,06,02,OO
121,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,06,CJ
121,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.461|känna..2:0.417|känna..4:0.102|känna..3:0.021|känna_sig..1:-1.000|,|,|,0,08,02,VO
121,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:08|,|jag..pn.1|känna_sig..vbm.1:08|,|jag..1:-1.000|känna_sig..1:08:-1.000|,|,|,,09,08,OO
121,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA
121,deprimerad,PC.PRF.UTR.SIN.IND.NOM,|deprimerad|,|deprimerad..av.1|,|deprimerad..1:-1.000|,|,|,-1,11,08,OP
121,.,MAD,|,|,|,|,|,,12,02,IP
122,Tåget,NN.NEU.SIN.DEF.NOM,|tåg|,|tåg..nn.1|,|tåg..1:0.975|tåg..2:0.014|tåg..3:0.011|,|tå..nn.1+get..nn.1:3.686e-12|,|tå+get|,0,01,02,SS
122,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.783|bli..2:0.217|,|,|,0,02,06,MS
122,inställt,PC.PRF.NEU.SIN.IND.NOM,|inställd|inställa|ställa in|,|inställd..av.1|inställa..vb.1|ställa_in..vbm.1|,|inställd..1:-1.000|ställa_in..1:-1.000|ställa_in..2:-1.000|,|in..ab.1+ställa..vb.1:2.636e-09|in..ab.1+ställd..av.1:1.499e-10|,|in+ställt|,,03,02,SP
122,igen,AB,|igen|,|igen..ab.1|igen..ab.2|,|igen..1:0.981|igen..2:0.019|,|,|,,04,03,AA
122,",",MID,|,|,|,|,|,,05,06,IK
122,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,06,0,ROOT
122,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,07,08,TA
122,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0,08,06,MS
122,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,08,SS
122,stanna,VB.INF.AKT,|stanna|,|stanna..vb.1|,|stanna..3:0.665|stanna..2:0.236|stanna..1:0.099|,|,|,0,10,08,VG
122,sent,AB.POS,|sen|,|sen..av.1|,|sen..1:-1.000|,|,|,0,11,12,PA
122,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,12,10,RA
122,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.940|jobb..2:0.060|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0,13,12,PA
122,.,MAD,|,|,|,|,|,,14,06,IP
123,Den,DT.UTR.SIN.DEF,|en|den|den där|,|en..al.1|den..pn.1|den_där..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_där..1:-1.000|,|,|,,01,03,DT
123,där,AB,|där|den där:01|,|där..ab.1|den_där..pnm.1:01|,|där..1:-1.000|den_där..1:01:-1.000|,|,|,,02,01,HD
123,presentationen,NN.UTR.SIN.DEF.NOM,|presentation|,|presentation..nn.1|,|presentation..1:-1.000|,|,|,,03,04,SS
123,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..7:0.416|gå..2:0.149|gå..1:0.106|gå..6:0.086|gå..11:0.053|gå..8:0.050|gå..3:0.039|gå..4:0.038|gå..5:0.025|gå..10:0.023|gå..9:0.015|,|,|,1,04,0,ROOT
123,förfärligt,AB.POS,|förfärlig|förfärligt|,|förfärlig..av.1|förfärligt..ab.1|,|förfärligt..1:0.582|förfärlig..1:0.418|,|,|,,05,04,AA
123,",",MID,|,|,|,|,|,,06,04,IK
123,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,10,OO
123,tror,VB.PRS.AKT,|tro|,|tro..vb.1|,|tro..1:0.975|tro..3:0.025|,|,|,0,08,04,+F
123,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,08,SS
123,gjorde,VB.PRT.AKT,|göra|göra sig|,|göra..vb.1|göra_sig..vbm.1|,|göra..1:0.786|göra..3:0.125|göra..2:0.089|göra_sig..1:-1.000|göra_sig..2:-1.000|göra_sig..3:-1.000|,|,|,0,10,08,VG
123,bort,PL,|bort|,|bort..ab.1|,|bort..1:0.716|bort..2:0.284|,|,|,,11,10,PL
123,mig,PN.UTR.SIN.DEF.OBJ,|jag|göra sig:10|,|jag..pn.1|göra_sig..vbm.1:10|,|jag..1:-1.000|göra_sig..1:10:-1.000|göra_sig..2:10:-1.000|göra_sig..3:10:-1.000|,|,|,,12,10,IO
123,totalt,AB.POS,|total|,|total..av.1|,|total..1:-1.000|,|,|,0,13,10,AA
123,.,MAD,|,|,|,|,|,,14,04,IP
124,Maten,NN.UTR.SIN.DEF.NOM,|mat|,|mat..nn.1|,|mat..1:-1.000|,|,|,0,01,04,SS
124,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,02,01,ET
124,restaurangen,NN.UTR.SIN.DEF.NOM,|restaurang|,|restaurang..nn.1|,|restaurang..1:-1.000|,|resa..vb.1+tau..nn.1+rang..nn.1:5.659e-22|resa..vb.2+tau..nn.1+rang..nn.1:5.659e-22|resa..vb.2+tau..nn.1+rana..nn.1+gen..nn.1:5.993e-28|resa..vb.1+tau..nn.1+rana..nn.1+gen..nn.1:5.993e-28|,|res+tau+rangen|res+tau+ran+gen|,0,03,02,PA
124,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,04,0,ROOT
124,smaklös,JJ.POS.UTR.SIN.IND.NOM,|smaklös|,|smaklös..av.1|,|smaklös..1:-1.000|,|,|,-1,05,06,CJ
124,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,06,04,SP
124,dyr,JJ.POS.UTR.SIN.IND.NOM,|dyr|,|dyr..av.1|,|dyr..1:0.934|dyr..2:0.066|,|,|,-1,07,06,CJ
124,",",MID,|,|,|,|,|,,08,04,IK
124,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,10,SS
124,kommer,VB.PRS.AKT,|komma|,|komma..vb.1|,|komma..1:0.594|komma..3:0.406|,|,|,0,10,04,MS
124,aldrig,AB,|aldrig|,|aldrig..ab.1|,|aldrig..1:0.981|aldrig..2:0.013|aldrig..3:0.006|,|,|,,11,10,TA
124,gå,VB.INF.AKT,|gå|gå igen|,|gå..vb.1|gå_igen..vbm.1|,|gå..6:0.291|gå..2:0.273|gå..1:0.195|gå..7:0.125|gå..8:0.039|gå..10:0.020|gå..4:0.016|gå..11:0.013|gå..3:0.010|gå..5:0.009|gå..9:0.009|gå_igen..1:-1.000|,|,|,0,12,10,VG
124,dit,AB,|dit|,|dit..ab.1|,|dit..1:-1.000|,|,|,,13,14,AA
124,igen,AB,|igen|gå igen:12|,|igen..ab.1|igen..ab.2|gå_igen..vbm.1:12|,|igen..1:0.963|igen..2:0.037|gå_igen..1:12:-1.000|,|,|,,14,12,AA
124,.,MAD,|,|,|,|,|,,15,04,IP
125,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,DT
125,telefon,NN.UTR.SIN.IND.NOM,|telefon|,|telefon..nn.1|,|telefon..1:-1.000|,|tele..sxc.1+fon..nn.1:6.604e-14|te..nn.1+le..vb.1+fon..nn.1:1.521e-21|te..nn.1+le..av.1+fon..nn.1:1.436e-28|,|tele+fon|te+le+fon|,0,02,03,SS
125,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.729|ha..3:0.271|,|,|,0,03,07,MS
125,gått,VB.SUP.AKT,|gå|gå sönder|,|gå..vb.1|gå_sönder..vbm.1|,|gå..7:0.616|gå..2:0.168|gå..1:0.062|gå..6:0.056|gå..4:0.038|gå..8:0.026|gå..11:0.009|gå..10:0.008|gå..3:0.007|gå..5:0.006|gå..9:0.003|gå_sönder..1:-1.000|gå_sönder..2:-1.000|,|,|,1,04,03,VG
125,sönder,PL,|sönder|gå sönder:04|,|sönder..ab.1|gå_sönder..vbm.1:04|,|sönder..1:0.779|sönder..2:0.221|gå_sönder..1:04:-1.000|gå_sönder..2:04:-1.000|,|,|,,05,04,PL
125,",",MID,|,|,|,|,|,,06,07,IK
125,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,07,0,ROOT
125,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
125,vet,VB.PRS.AKT,|veta|,|veta..vb.1|,|veta..1:-1.000|,|,|,0,09,07,MS
125,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,10,09,NA
125,hur,HA,|hur|,|hur..ab.1|,|hur..1:-1.000|,|,|,,11,13,AA
125,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,12,13,SS
125,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0,13,09,OO
125,klara,VB.INF.AKT,|klara|klara sig|,|klara..vb.1|klara..vb.2|klara_sig..vbm.1|,|klara..1:0.967|klara..2:0.029|klara..3:0.004|klara_sig..1:-1.000|,|,|,1,14,13,VG
125,mig,PN.UTR.SIN.DEF.OBJ,|jag|klara sig:14|,|jag..pn.1|klara_sig..vbm.1:14|,|jag..1:-1.000|klara_sig..1:14:-1.000|,|,|,,15,14,OO
125,utan,PP,|utan|,|utan..pp.1|,|utan..1:-1.000|,|,|,,16,14,AA
125,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,17,16,PA
125,.,MAD,|,|,|,|,|,,18,07,IP
126,Bråket,NN.NEU.SIN.DEF.NOM,|bråk|,|bråk..nn.1|,|bråk..2:0.562|bråk..1:0.438|,|,|,-1,01,05,SS
126,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,02,01,ET
126,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,03,04,DT
126,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,04,02,PA
126,gjorde,VB.PRT.AKT,|göra|göra sig|,|göra..vb.1|göra_sig..vbm.1|,|göra..1:0.954|göra..2:0.038|göra..3:0.007|göra_sig..1:-1.000|göra_sig..2:-1.000|göra_sig..3:-1.000|,|,|,0,05,0,ROOT
126,mig,PN.UTR.SIN.DEF.OBJ,|jag|göra sig:05|,|jag..pn.1|göra_sig..vbm.1:05|,|jag..1:-1.000|göra_sig..1:05:-1.000|göra_sig..2:05:-1.000|göra_sig..3:05:-1.000|,|,|,,06,05,OO
126,ledsen,JJ.POS.UTR.SIN.IND.NOM,|ledsen|,|ledsen..av.1|,|ledsen..1:0.970|ledsen..2:0.030|,|led..nn.1+sen..av.1:1.326e-11|led..nn.2+sen..av.1:1.326e-11|led..nn.3+sen..av.1:1.326e-11|leda..vb.1+sen..av.1:1.142e-13|led..av.1+sen..av.1:2.694e-20|,|led+sen|,-1,07,05,OP
126,",",MID,|,|,|,|,|,,08,05,IK
126,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,10,SS
126,vet,VB.PRS.AKT,|veta|veta om|,|veta..vb.1|veta_om..vbm.1|,|veta..1:-1.000|veta_om..1:-1.000|,|,|,0,10,05,MS
126,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,11,10,NA
126,om,SN,|om|veta om:10|,|om..sn.1|veta_om..vbm.1:10|,|om..2:-1.000|om..3:-1.000|veta_om..1:10:-1.000|,|,|,,12,10,OO
126,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,13,14,SS
126,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..3:0.456|kunna..2:0.212|kunna..1:0.187|kunna..4:0.145|,|,|,0,14,12,UA
126,lösa,VB.INF.AKT,|lösa|,|lösa..vb.1|,|lösa..2:0.586|lösa..3:0.281|lösa..1:0.133|,|,|,1,15,14,VG
126,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,16,15,OO
126,.,MAD,|,|,|,|,|,,17,05,IP
127,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,DT
127,cykel,NN.UTR.SIN.IND.NOM,|cykel|,|cykel..nn.1|cykel..nn.2|,|cykel..1:0.994|cykel..2:0.006|,|,|,,02,03,SS
127,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.733|bli..2:0.267|,|,|,0,03,0,ROOT
127,stulen,PC.PRF.UTR.SIN.IND.NOM,|stjäla|,|stjäla..vb.1|,|stjäla..1:-1.000|,|,|,-1,04,03,SP
127,",",MID,|,|,|,|,|,,05,04,IK
127,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,06,07,TA
127,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..2:0.392|kunna..4:0.282|kunna..3:0.258|kunna..1:0.068|,|,|,1,07,04,UA
127,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,07,SS
127,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,09,07,NA
127,cykla,VB.INF.AKT,|cykla|,|cykla..vb.1|,|cykla..1:-1.000|,|,|,,10,07,VG
127,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,11,10,PL
127,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.983|jobb..2:0.017|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0,12,11,HD
127,längre,AB.KOM,|länge|längre|lång|,|länge..ab.1|längre..ab.1|lång..av.1|,|längre..1:0.637|länge..1:0.310|lång..1:0.054|,|,|,,13,10,TA
127,.,MAD,|,|,|,|,|,,14,03,IP
128,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
128,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.527|känna..1:0.212|känna..2:0.194|känna..4:0.059|känna..3:0.009|,|,|,0,02,0,ROOT
128,som,KN,|,|,|,|,|,,03,02,KA
128,allt,PN.NEU.SIN.IND.SUB+OBJ,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,04,05,SS
128,går,VB.PRS.AKT,|gå|gå emot|,|gå..vb.1|gå_emot..vbm.1|,|gå..7:0.389|gå..2:0.163|gå..1:0.154|gå..6:0.051|gå..4:0.050|gå..11:0.045|gå..8:0.045|gå..5:0.037|gå..10:0.026|gå..3:0.024|gå..9:0.016|gå_emot..1:-1.000|,|,|,1,05,03,UA
128,emot,PL,|gå emot:05|,|gå_emot..vbm.1:05|,|gå_emot..1:05:-1.000|,|,|,,06,05,PL
128,mig,PN.UTR.SIN.DEF.OBJ,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,05,IO
128,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,08,05,TA
128,",",MID,|,|,|,|,|,,09,02,IK
128,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,10,11,SS
128,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.835|ha..3:0.165|,|,|,0,11,02,MS
128,otur,NN.UTR.SIN.IND.NOM,|otur|,|otur..nn.1|,|otur..1:-1.000|,|,|,-1,12,11,OO
128,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,13,11,AA
128,allt,PN.NEU.SIN.IND.SUB+OBJ,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,14,13,HD
128,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,15,16,SS
128,gör,VB.PRS.AKT,|göra|,|göra..vb.1|,|göra..1:0.879|göra..2:0.079|göra..3:0.043|,|,|,0,16,13,UA
128,.,MAD,|,|,|,|,|,,17,02,IP
129,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
129,förstår,VB.PRS.AKT,|förstå|,|förstå..vb.1|,|förstå..1:-1.000|,|föra..vb.1+stå..vb.1:1.396e-12|för..nn.1+stå..vb.1:1.735e-15|,|för+står|,0,02,0,ROOT
129,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,03,02,NA
