paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category
107,lång,JJ.POS.UTR.SIN.IND.NOM,|lång|,|lång..av.1|,|lång..1:-1.000|,|,|,0.0,4,5,AT,-1,egna meningar
107,kö,NN.UTR.SIN.IND.NOM,|kö|,|kö..nn.1|,|kö..1:0.980|kö..3:0.017|kö..2:0.003|,|,|,0.0,5,2,SP,-1,egna meningar
107,vid,PP,|vid|,|vid..pp.1|,|vid..1:-1.000|,|,|,,6,5,ET,-1,egna meningar
107,kassan,NN.UTR.SIN.DEF.NOM,|kassa|,|kassa..nn.1|kassa..nn.2|,|kassa..2:0.774|kassa..1:0.226|,|,|,0.0,7,6,PA,-1,egna meningar
107,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,8,7,ET,-1,egna meningar
107,affären,NN.UTR.SIN.DEF.NOM,|affär|,|affär..nn.1|,|affär..2:0.555|affär..1:0.344|affär..3:0.052|affär..4:0.050|,|af..pm.1+fä..nn.1+r..nn.1:6.224e-26|af..pm.1+fä..nn.1+ren..nn.1:6.224e-26|,|af+fä+ren|,0.0,9,8,PA,-1,egna meningar
107,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,10,2,TA,-1,egna meningar
107,.,MAD,|,|,|,|,|,,11,2,IP,-1,egna meningar
108,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
108,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.466|känna..2:0.416|känna..4:0.095|känna..3:0.023|känna_sig..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
108,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:2|,|jag..pn.1|känna_sig..vbm.1:2|,|jag..1:-1.000|känna_sig..1:2:-1.000|,|,|,,3,2,OO,-1,egna meningar
108,ensam,JJ.POS.UTR.SIN.IND.NOM,|ensam|,|ensam..av.1|,|ensam..1:-1.000|,|,|,0.0,4,2,OP,-1,egna meningar
108,ibland,AB,|ibland|,|ibland..ab.1|,|ibland..1:-1.000|,|,|,,5,2,TA,-1,egna meningar
108,.,MAD,|,|,|,|,|,,6,2,IP,-1,egna meningar
109,Maten,NN.UTR.SIN.DEF.NOM,|mat|,|mat..nn.1|,|mat..1:-1.000|,|,|,0.0,1,4,SS,-1,egna meningar
109,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,2,3,SS,-1,egna meningar
109,beställde,VB.PRT.AKT,|beställa|,|beställa..vb.1|beställa..vb.2|,|beställa..1:0.906|beställa..2:0.094|,|,|,,3,0,ROOT,-1,egna meningar
109,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,4,3,OO,-1,egna meningar
109,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,5,4,,-1,egna meningar
109,alls,AB,|alls|,|alls..ab.1|,|alls..1:-1.000|,|,|,,6,4,+F,-1,egna meningar
109,som,HA,|som|,|som..ab.1|,|som..3:-1.000|,|,|,,7,6,KA,-1,egna meningar
109,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,SS,-1,egna meningar
109,förväntade,VB.PRT.AKT,|förvänta|förvänta sig|,|förvänta..vb.1|förvänta_sig..vbm.1|,|förvänta..1:-1.000|,|föra..vb.1+vänta..vb.1:1.131e-13|för..nn.1+vänta..vb.1:1.406e-16|,|för+väntade|,0.0,9,7,UA,-1,egna meningar
109,mig,PN.UTR.SIN.DEF.OBJ,|jag|förvänta sig:09|,|jag..pn.1|förvänta_sig..vbm.1:09|,|jag..1:-1.000|förvänta..1:09:-1.000|,|,|,,10,9,OO,-1,egna meningar
109,.,MAD,|,|,|,|,|,,11,3,IP,-1,egna meningar
110,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
110,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.993|glömma..2:0.007|,|,|,0.0,2,0,ROOT,-1,egna meningar
110,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,3,4,DT,-1,egna meningar
110,plånbok,NN.UTR.SIN.IND.NOM,|plånbok|,|plånbok..nn.1|,|plånbok..1:-1.000|,|plån..nn.1+bok..nn.1:9.214e-13|plån..nn.1+bok..nn.2:9.214e-13|,|plån+bok|,,4,2,OO,-1,egna meningar
110,hemma,AB,|hemma|,|hemma..ab.1|,|hemma..1:-1.000|,|,|,,5,8,CA,-1,egna meningar
110,när,HA,|när|,|när..ab.1|,|när..1:0.862|nära..1:0.138|,|,|,,6,8,TA,-1,egna meningar
110,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,7,8,SS,-1,egna meningar
110,gick,VB.PRT.AKT,|gå|gå ut|,|gå..vb.1|gå_ut..vbm.1|,|gå..7:0.458|gå..2:0.228|gå..1:0.198|gå..8:0.042|gå..6:0.023|gå..11:0.018|gå..5:0.009|gå..4:0.008|gå..10:0.007|gå..3:0.005|gå..9:0.005|gå_ut..1:-1.000|gå_ut..2:-1.000|gå_ut..3:-1.000|gå_ut..4:-1.000|gå_ut..5:-1.000|gå_ut..6:-1.000|,|,|,1.0,8,2,TA,-1,egna meningar
110,ut,PL,|ut|gå ut:08|,|ut..ab.1|gå_ut..vbm.1:08|,|ut..2:0.861|ut..1:0.139|gå_ut..1:08:-1.000|gå_ut..2:08:-1.000|gå_ut..3:08:-1.000|gå_ut..4:08:-1.000|gå_ut..5:08:-1.000|gå_ut..6:08:-1.000|,|,|,,9,8,PL,-1,egna meningar
110,.,MAD,|,|,|,|,|,,10,2,IP,-1,egna meningar
111,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
111,försov,VB.PRT.AKT,|försova sig|,|försova_sig..vbm.1|,|försova_sig..1:-1.000|,|föra..vb.1+sova..vb.1:2.161e-13|för..nn.1+sova..vb.1:2.685e-16|,|för+sov|,,2,4,MS,-1,egna meningar
111,mig,PN.UTR.SIN.DEF.OBJ,|jag|försova sig:02|,|jag..pn.1|försova_sig..vbm.1:02|,|jag..1:-1.000|försova_sig..1:02:-1.000|,|,|,,3,2,OO,-1,egna meningar
111,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,4,0,ROOT,-1,egna meningar
111,kom,VB.PRT.AKT,|komma|,|komma..vb.1|,|komma..1:0.552|komma..3:0.448|,|,|,0.0,5,4,+F,-1,egna meningar
111,försent,AB,|försent|,|försent..ab.1|,|försent..1:-1.000|,|föra..vb.1+sen..av.1:5.125e-13|för..nn.1+sen..av.1:1.161e-15|,|för+sent|,,6,7,CA,-1,egna meningar
111,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,7,5,OA,-1,egna meningar
111,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,DT,-1,egna meningar
111,möte,NN.NEU.SIN.IND.NOM,|möte|,|möte..nn.1|,|möte..1:-1.000|,|,|,0.0,9,7,PA,-1,egna meningar
111,.,MAD,|,|,|,|,|,,10,4,IP,-1,egna meningar
112,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
112,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
112,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA,-1,egna meningar
112,frustrerande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|frustrera|,|frustrera..vb.1|,|frustrera..1:-1.000|,|,|,-1.0,4,2,SP,-1,egna meningar
112,när,HA,|när|,|när..ab.1|,|när..1:0.904|nära..1:0.096|,|,|,,5,8,TA,-1,egna meningar
112,internet,NN.NEU.SIN.IND.NOM,|internet|,|internet..nn.1|,|internet..1:-1.000|,|,|,0.0,6,8,SS,-1,egna meningar
112,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,8,,-1,egna meningar
112,fungerar,VB.PRS.AKT,|fungera|,|fungera..vb.1|,|fungera..1:0.827|fungera..2:0.138|fungera..3:0.035|,|,|,1.0,8,2,TA,-1,egna meningar
112,ordentligt,AB.POS,|ordentlig|,|ordentlig..av.1|,|ordentlig..2:0.649|ordentlig..1:0.351|,|,|,0.0,9,8,AA,-1,egna meningar
112,.,MAD,|,|,|,|,|,,10,2,IP,-1,egna meningar
113,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
113,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.753|bli..2:0.247|,|,|,0.0,2,6,MS,-1,egna meningar
113,blöt,JJ.POS.UTR.SIN.IND.NOM,|blöt|,|blöt..av.1|,|blöt..1:-1.000|,|,|,,3,2,SP,-1,egna meningar
113,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,4,2,RA,-1,egna meningar
113,regnet,NN.NEU.SIN.DEF.NOM,|regn|,|regn..nn.1|,|regn..1:0.943|regn..2:0.057|,|,|,,5,4,PA,-1,egna meningar
113,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,0,ROOT,-1,egna meningar
113,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,7,8,TA,-1,egna meningar
113,fryser,VB.PRS.AKT,|frysa|,|frysa..vb.1|frysa..vb.2|,|frysa..1:0.941|frysa..2:0.059|,|,|,,8,6,MS,-1,egna meningar
113,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,8,SS,-1,egna meningar
113,.,MAD,|,|,|,|,|,,10,6,IP,-1,egna meningar
114,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
114,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
114,orolig,JJ.POS.UTR.SIN.IND.NOM,|orolig|,|orolig..av.1|,|orolig..1:-1.000|,|,|,-1.0,3,2,SP,-1,egna meningar
114,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,4,2,OA,-1,egna meningar
114,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,5,6,DT,-1,egna meningar
114,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,6,4,PA,-1,egna meningar
114,som,HP.-.-.-,|,|,|,|,|,,7,9,SS,-1,egna meningar
114,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,8,9,,-1,egna meningar
114,mår,VB.PRS.AKT,|må|,|må..vb.1|,|må..1:-1.000|,|,|,0.0,9,6,ET,-1,egna meningar
114,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1.0,10,9,SP,-1,egna meningar
114,.,MAD,|,|,|,|,|,,11,2,IP,-1,egna meningar
115,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
115,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.691|råka..1:0.309|,|,|,0.0,2,0,ROOT,-1,egna meningar
115,spilla,VB.INF.AKT,|spilla|,|spilla..vb.1|,|spilla..1:-1.000|,|spill..nn.1+lägga..vb.1:3.552e-13|spilla..vb.1+lägga..vb.1:1.114e-16|spila..vb.1+lägga..vb.1:2.273e-21|,|spill+la|spil+la|,-1.0,3,2,VG,-1,egna meningar
115,kaffe,NN.NEU.SIN.IND.NOM,|kaffe|,|kaffe..nn.1|,|kaffe..1:-1.000|,|,|,0.0,4,3,OO,-1,egna meningar
115,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,5,3,OA,-1,egna meningar
115,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,-1,egna meningar
115,papper,NN.NEU.PLU.IND.NOM,|papper|,|papper..nn.1|,|papper..1:0.985|papper..2:0.015|,|,|,0.0,7,5,PA,-1,egna meningar
115,.,MAD,|,|,|,|,|,,8,2,IP,-1,egna meningar
116,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,FS,-1,egna meningar
116,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
116,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA,-1,egna meningar
116,tråkigt,JJ.POS.NEU.SIN.IND.NOM,|tråkig|,|tråkig..av.1|,|tråkig..1:0.966|tråkig..2:0.034|,|,|,-1.0,4,2,SP,-1,egna meningar
116,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,2,ES,-1,egna meningar
116,sommaren,NN.UTR.SIN.DEF.NOM,|sommar|,|sommar..nn.1|,|sommar..1:-1.000|,|,|,0.0,6,7,SS,-1,egna meningar
116,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,7,5,UA,-1,egna meningar
116,över,PL,|över|,|över..ab.1|,|över..3:-1.000|,|,|,,8,7,PL,-1,egna meningar
116,.,MAD,|,|,|,|,|,,9,2,IP,-1,egna meningar
117,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
117,kände,VB.PRT.AKT,|känna|känna sig|,|känna..vb.1|känna_sig..vbm.1|,|känna..1:0.971|känna..3:0.029|känna_sig..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
117,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,3,2,OO,-1,egna meningar
117,utelämnad,PC.PRF.UTR.SIN.IND.NOM,|utelämna|,|utelämna..vb.1|,|utelämna..1:-1.000|,|ute..ab.1+lämna..vb.1:3.914e-17|ute..av.1+lämna..vb.1:1.578e-26|ut..ab.1+el..nn.1+ämna..vb.1:2.688e-21|,|ute+lämnad|ut+el+ämnad|,,4,2,OP,-1,egna meningar
117,när,HA,|när|,|när..ab.1|,|när..1:0.934|nära..1:0.066|,|,|,,5,8,TA,-1,egna meningar
117,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,8,SS,-1,egna meningar
117,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,8,,-1,egna meningar
117,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.852|bli..2:0.148|,|,|,0.0,8,2,TA,-1,egna meningar
117,inbjuden,PC.PRF.UTR.SIN.IND.NOM,|bjuda in|,|bjuda_in..vbm.1|,|bjuda_in..1:-1.000|bjuda_in..2:-1.000|,|in..ab.1+bjuda..vb.1:3.848e-16|,|in+bjuden|,,9,8,SP,-1,egna meningar
117,.,MAD,|,|,|,|,|,,10,2,IP,-1,egna meningar
118,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
118,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.784|ha..3:0.216|,|,|,0.0,2,0,ROOT,-1,egna meningar
118,tappat,VB.SUP.AKT,|tappa|tappa bort|,|tappa..vb.1|tappa_bort..vbm.1|,|tappa..1:0.889|tappa..3:0.080|tappa..2:0.032|tappa_bort..1:-1.000|,|,|,-1.0,3,2,VG,-1,egna meningar
118,bort,PL,|bort|tappa bort:3|,|bort..ab.1|tappa_bort..vbm.1:3|,|bort..1:0.667|bort..2:0.333|tappa_bort..1:3:-1.000|,|,|,,4,3,PL,-1,egna meningar
118,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,5,6,DT,-1,egna meningar
118,bibliotekskort,NN.NEU.SIN.IND.NOM,|bibliotekskort|,|,|,|bibliotek..nn.1+kort..nn.1:1.390e-12|,|biblioteks+kort|,,6,3,OO,-1,egna meningar
118,.,MAD,|,|,|,|,|,,7,2,IP,-1,egna meningar
119,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
119,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
119,irriterad,PC.PRF.UTR.SIN.IND.NOM,|irriterad|,|irriterad..av.1|,|irriterad..1:-1.000|,|,|,-1.0,3,2,SP,-1,egna meningar
119,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,4,2,OA,-1,egna meningar
119,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,4,PA,-1,egna meningar
119,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,-1,egna meningar
119,tåg,NN.NEU.SIN.IND.NOM,|tåg|,|tåg..nn.1|,|tåg..1:0.991|tåg..2:0.006|tåg..3:0.003|,|,|,0.0,7,8,SS,-1,egna meningar
119,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,8,5,UA,-1,egna meningar
119,försenat,PC.PRF.NEU.SIN.IND.NOM,|försena|försenad|,|försena..vb.1|försenad..av.1|,|försenad..1:0.724|försena..1:0.276|,|före..nn.1+ena..vb.1:4.874e-22|,|förs+enat|,,9,8,SP,-1,egna meningar
119,.,MAD,|,|,|,|,|,,10,2,IP,-1,egna meningar
120,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,DT,-1,egna meningar
120,dator,NN.UTR.SIN.IND.NOM,|dator|,|dator..nn.1|,|dator..1:-1.000|,|,|,0.0,2,3,SS,-1,egna meningar
120,kraschade,VB.PRT.AKT,|krascha|,|krascha..vb.1|krascha..vb.2|,|krascha..2:0.891|krascha..1:0.109|,|,|,,3,5,MS,-1,egna meningar
120,",",MID,|,|,|,|,|,,4,5,IK,-1,egna meningar
120,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,5,0,ROOT,-1,egna meningar
120,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,SS,-1,egna meningar
120,förlorade,VB.PRT.AKT,|förlora|,|förlora..vb.1|,|förlora..1:0.871|förlora..2:0.129|förlora..3:0.000|,|,|,-1.0,7,5,MS,-1,egna meningar
120,viktiga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|viktig|,|viktig..av.1|,|viktig..1:0.716|viktig..2:0.284|,|,|,1.0,8,9,AT,-1,egna meningar
120,dokument,NN.NEU.PLU.IND.NOM,|dokument|,|dokument..nn.1|,|dokument..1:-1.000|,|,|,0.0,9,7,OO,-1,egna meningar
120,.,MAD,|,|,|,|,|,,10,5,IP,-1,egna meningar
121,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
121,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.847|regna..2:0.153|,|,|,,2,0,ROOT,-1,egna meningar
121,hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel|hela tiden|,|hel..av.1|hela_tiden..abm.1|,|hel..1:0.930|hel..2:0.070|hela_tiden..1:-1.000|,|,|,0.0,3,4,DT,-1,egna meningar
121,tiden,NN.UTR.SIN.DEF.NOM,|tid|hela tiden:03|,|tid..nn.1|hela_tiden..abm.1:03|,|tid..1:-1.000|hela_tiden..1:03:-1.000|,|,|,0.0,4,6,CJ,-1,egna meningar
121,",",MID,|,|,|,|,|,,5,6,IK,-1,egna meningar
121,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,2,OO,-1,egna meningar
121,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,7,6,CJ,-1,egna meningar
121,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.461|känna..2:0.417|känna..4:0.102|känna..3:0.021|känna_sig..1:-1.000|,|,|,0.0,8,2,VO,-1,egna meningar
121,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:08|,|jag..pn.1|känna_sig..vbm.1:08|,|jag..1:-1.000|känna_sig..1:08:-1.000|,|,|,,9,8,OO,-1,egna meningar
121,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA,-1,egna meningar
121,deprimerad,PC.PRF.UTR.SIN.IND.NOM,|deprimerad|,|deprimerad..av.1|,|deprimerad..1:-1.000|,|,|,-1.0,11,8,OP,-1,egna meningar
121,.,MAD,|,|,|,|,|,,12,2,IP,-1,egna meningar
122,Tåget,NN.NEU.SIN.DEF.NOM,|tåg|,|tåg..nn.1|,|tåg..1:0.975|tåg..2:0.014|tåg..3:0.011|,|tå..nn.1+get..nn.1:3.686e-12|,|tå+get|,0.0,1,2,SS,-1,egna meningar
122,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.783|bli..2:0.217|,|,|,0.0,2,6,MS,-1,egna meningar
122,inställt,PC.PRF.NEU.SIN.IND.NOM,|inställd|inställa|ställa in|,|inställd..av.1|inställa..vb.1|ställa_in..vbm.1|,|inställd..1:-1.000|ställa_in..1:-1.000|ställa_in..2:-1.000|,|in..ab.1+ställa..vb.1:2.636e-09|in..ab.1+ställd..av.1:1.499e-10|,|in+ställt|,,3,2,SP,-1,egna meningar
122,igen,AB,|igen|,|igen..ab.1|igen..ab.2|,|igen..1:0.981|igen..2:0.019|,|,|,,4,3,AA,-1,egna meningar
122,",",MID,|,|,|,|,|,,5,6,IK,-1,egna meningar
122,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,0,ROOT,-1,egna meningar
122,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,7,8,TA,-1,egna meningar
122,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,8,6,MS,-1,egna meningar
122,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,8,SS,-1,egna meningar
122,stanna,VB.INF.AKT,|stanna|,|stanna..vb.1|,|stanna..3:0.665|stanna..2:0.236|stanna..1:0.099|,|,|,0.0,10,8,VG,-1,egna meningar
122,sent,AB.POS,|sen|,|sen..av.1|,|sen..1:-1.000|,|,|,0.0,11,12,PA,-1,egna meningar
122,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,12,10,RA,-1,egna meningar
122,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.940|jobb..2:0.060|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0.0,13,12,PA,-1,egna meningar
122,.,MAD,|,|,|,|,|,,14,6,IP,-1,egna meningar
123,Den,DT.UTR.SIN.DEF,|en|den|den där|,|en..al.1|den..pn.1|den_där..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_där..1:-1.000|,|,|,,1,3,DT,-1,egna meningar
123,där,AB,|där|den där:01|,|där..ab.1|den_där..pnm.1:01|,|där..1:-1.000|den_där..1:01:-1.000|,|,|,,2,1,HD,-1,egna meningar
123,presentationen,NN.UTR.SIN.DEF.NOM,|presentation|,|presentation..nn.1|,|presentation..1:-1.000|,|,|,,3,4,SS,-1,egna meningar
123,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..7:0.416|gå..2:0.149|gå..1:0.106|gå..6:0.086|gå..11:0.053|gå..8:0.050|gå..3:0.039|gå..4:0.038|gå..5:0.025|gå..10:0.023|gå..9:0.015|,|,|,1.0,4,0,ROOT,-1,egna meningar
123,förfärligt,AB.POS,|förfärlig|förfärligt|,|förfärlig..av.1|förfärligt..ab.1|,|förfärligt..1:0.582|förfärlig..1:0.418|,|,|,,5,4,AA,-1,egna meningar
123,",",MID,|,|,|,|,|,,6,4,IK,-1,egna meningar
123,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,7,10,OO,-1,egna meningar
123,tror,VB.PRS.AKT,|tro|,|tro..vb.1|,|tro..1:0.975|tro..3:0.025|,|,|,0.0,8,4,+F,-1,egna meningar
123,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,8,SS,-1,egna meningar
123,gjorde,VB.PRT.AKT,|göra|göra sig|,|göra..vb.1|göra_sig..vbm.1|,|göra..1:0.786|göra..3:0.125|göra..2:0.089|göra_sig..1:-1.000|göra_sig..2:-1.000|göra_sig..3:-1.000|,|,|,0.0,10,8,VG,-1,egna meningar
123,bort,PL,|bort|,|bort..ab.1|,|bort..1:0.716|bort..2:0.284|,|,|,,11,10,PL,-1,egna meningar
123,mig,PN.UTR.SIN.DEF.OBJ,|jag|göra sig:10|,|jag..pn.1|göra_sig..vbm.1:10|,|jag..1:-1.000|göra_sig..1:10:-1.000|göra_sig..2:10:-1.000|göra_sig..3:10:-1.000|,|,|,,12,10,IO,-1,egna meningar
123,totalt,AB.POS,|total|,|total..av.1|,|total..1:-1.000|,|,|,0.0,13,10,AA,-1,egna meningar
123,.,MAD,|,|,|,|,|,,14,4,IP,-1,egna meningar
124,Maten,NN.UTR.SIN.DEF.NOM,|mat|,|mat..nn.1|,|mat..1:-1.000|,|,|,0.0,1,4,SS,-1,egna meningar
124,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,2,1,ET,-1,egna meningar
124,restaurangen,NN.UTR.SIN.DEF.NOM,|restaurang|,|restaurang..nn.1|,|restaurang..1:-1.000|,|resa..vb.1+tau..nn.1+rang..nn.1:5.659e-22|resa..vb.2+tau..nn.1+rang..nn.1:5.659e-22|resa..vb.2+tau..nn.1+rana..nn.1+gen..nn.1:5.993e-28|resa..vb.1+tau..nn.1+rana..nn.1+gen..nn.1:5.993e-28|,|res+tau+rangen|res+tau+ran+gen|,0.0,3,2,PA,-1,egna meningar
124,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,4,0,ROOT,-1,egna meningar
124,smaklös,JJ.POS.UTR.SIN.IND.NOM,|smaklös|,|smaklös..av.1|,|smaklös..1:-1.000|,|,|,-1.0,5,6,CJ,-1,egna meningar
124,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,4,SP,-1,egna meningar
124,dyr,JJ.POS.UTR.SIN.IND.NOM,|dyr|,|dyr..av.1|,|dyr..1:0.934|dyr..2:0.066|,|,|,-1.0,7,6,CJ,-1,egna meningar
124,",",MID,|,|,|,|,|,,8,4,IK,-1,egna meningar
